sample_id,scene,metric,spconv_k0,spconv_k1,spconv_k3,spconv_k5,spconv_gain,official_flex_k0,official_flex_k1,official_flex_k3,official_flex_k5,official_flex_gain,official_minus_spconv,official_gain_over_spconv,spconv_outcome,official_outcome
ai_007_001_cam_00_frame.0042,ai_007_001,native_disparity_mae,0.08403687179088593,0.08120676130056381,0.07670208811759949,0.07450814545154572,0.007334783673286438,0.08403687179088593,0.05707645043730736,0.05496515333652496,0.0534537136554718,0.029071718454360962,-0.021736934781074524,0.021736934781074524,win,win
ai_007_001_cam_01_frame.0016,ai_007_001,native_disparity_mae,0.04802735149860382,0.040758971124887466,0.028351031243801117,0.02481607161462307,0.019676320254802704,0.04802735149860382,0.03452937304973602,0.03224530443549156,0.03175275772809982,0.01578204706311226,0.003894273191690445,-0.003894273191690445,win,win
ai_007_001_cam_01_frame.0091,ai_007_001,native_disparity_mae,0.020753104239702225,0.017216872423887253,0.016148485243320465,0.018985368311405182,0.00460461899638176,0.020753104239702225,0.017172379419207573,0.017518190667033195,0.018627502024173737,0.0032349135726690292,0.0013697054237127304,-0.0013697054237127304,win,win
ai_009_007_cam_00_frame.0066,ai_009_007,native_disparity_mae,0.03996841982007027,0.03656529635190964,0.032275184988975525,0.03084827959537506,0.007693234831094742,0.03996841982007027,0.016904402524232864,0.01859833113849163,0.02279064804315567,0.021370088681578636,-0.013676853850483894,0.013676853850483894,win,win
ai_009_009_cam_00_frame.0040,ai_009_009,native_disparity_mae,0.03944510221481323,0.039890654385089874,0.04122718796133995,0.044316865503787994,-0.0017820857465267181,0.03944510221481323,0.037666093558073044,0.03640802204608917,0.03606203943490982,0.00303708016872406,-0.004819165915250778,0.004819165915250778,loss,win
ai_010_007_cam_00_frame.0015,ai_010_007,native_disparity_mae,0.036098066717386246,0.030920643359422684,0.02677070163190365,0.025767220184206963,0.009327365085482597,0.036098066717386246,0.021071836352348328,0.017772026360034943,0.018762875348329544,0.018326040357351303,-0.008998675271868706,0.008998675271868706,win,win
ai_010_007_cam_00_frame.0089,ai_010_007,native_disparity_mae,0.03345559537410736,0.02754148840904236,0.02014169469475746,0.01935175247490406,0.0133139006793499,0.03345559537410736,0.015598728321492672,0.011384832672774792,0.013164712116122246,0.02207076270133257,-0.00875686202198267,0.00875686202198267,win,win
ai_012_005_cam_00_frame.0064,ai_012_005,native_disparity_mae,0.0727982223033905,0.07063987851142883,0.06926124542951584,0.06963183730840683,0.0035369768738746643,0.0727982223033905,0.06249840185046196,0.061488792300224304,0.060803450644016266,0.011309430003166199,-0.007772453129291534,0.007772453129291534,win,win
ai_015_001_cam_00_frame.0039,ai_015_001,native_disparity_mae,0.03204244375228882,0.0273891668766737,0.021206369623541832,0.020138131454586983,0.010836074128746986,0.03204244375228882,0.02024254947900772,0.02547561749815941,0.03280821070075035,0.00656682625412941,0.004269247874617577,-0.004269247874617577,win,win
ai_015_004_cam_00_frame.0013,ai_015_004,native_disparity_mae,0.021438077092170715,0.01788504421710968,0.014549585990607738,0.014309529215097427,0.006888491101562977,0.021438077092170715,0.006318257190287113,0.011134400963783264,0.016398098319768906,0.010303676128387451,-0.0034151850268244743,0.0034151850268244743,win,win
ai_015_004_cam_00_frame.0088,ai_015_004,native_disparity_mae,0.1265941560268402,0.12480425834655762,0.12394149601459503,0.12521424889564514,0.0026526600122451782,0.1265941560268402,0.10760866850614548,0.10916782915592194,0.11313565075397491,0.017426326870918274,-0.014773666858673096,0.014773666858673096,win,win
ai_016_001_cam_01_frame.0062,ai_016_001,native_disparity_mae,0.06652472168207169,0.06527257710695267,0.06528391689062119,0.06628688424825668,0.0012408047914505005,0.06652472168207169,0.05717979371547699,0.058455776423215866,0.06035735830664635,0.00806894525885582,-0.006828140467405319,0.006828140467405319,win,win
ai_016_004_cam_00_frame.0037,ai_016_004,native_disparity_mae,0.028796197846531868,0.026911884546279907,0.026389459148049355,0.030215656384825706,0.0024067386984825134,0.028796197846531868,0.0260369461029768,0.02654508873820305,0.02954047918319702,0.0022511091083288193,0.00015562959015369415,-0.00015562959015369415,win,win
ai_017_007_cam_00_frame.0011,ai_017_007,native_disparity_mae,0.03444797173142433,0.031599175184965134,0.028669506311416626,0.029265783727169037,0.005778465420007706,0.03444797173142433,0.03548358380794525,0.03797494247555733,0.04122644290328026,-0.0035269707441329956,0.009305436164140701,-0.009305436164140701,win,loss
ai_017_007_cam_00_frame.0086,ai_017_007,native_disparity_mae,0.037910424172878265,0.03400504216551781,0.028811752796173096,0.027729496359825134,0.00909867137670517,0.037910424172878265,0.058208685368299484,0.058787763118743896,0.06020690128207207,-0.02087733894586563,0.0299760103225708,-0.0299760103225708,win,loss
ai_017_007_cam_01_frame.0061,ai_017_007,native_disparity_mae,0.029044797644019127,0.026371343061327934,0.02444585971534252,0.02528741955757141,0.004598937928676605,0.029044797644019127,0.019792653620243073,0.018443210050463676,0.022530971094965935,0.01060158759355545,-0.006002649664878845,0.006002649664878845,win,win
ai_018_005_cam_00_frame.0035,ai_018_005,native_disparity_mae,0.05754067748785019,0.05532975122332573,0.0537506565451622,0.0547218881547451,0.0037900209426879883,0.05754067748785019,0.04824375361204147,0.04653558135032654,0.04697141796350479,0.011005096137523651,-0.007215075194835663,0.007215075194835663,win,win
ai_018_005_cam_01_frame.0010,ai_018_005,native_disparity_mae,0.028927048668265343,0.02404097467660904,0.01736942119896412,0.016021516174077988,0.011557627469301224,0.028927048668265343,0.023867009207606316,0.025572625920176506,0.028132449835538864,0.0033544227480888367,0.008203204721212387,-0.008203204721212387,win,win
ai_018_005_cam_01_frame.0084,ai_018_005,native_disparity_mae,0.058840371668338776,0.057331401854753494,0.05978909507393837,0.06474655121564865,-0.0009487234055995941,0.058840371668338776,0.058220721781253815,0.05582558363676071,0.05441915988922119,0.003014788031578064,-0.003963511437177658,0.003963511437177658,loss,win
ai_019_008_cam_00_frame.0059,ai_019_008,native_disparity_mae,0.06270723789930344,0.06344320625066757,0.06760066002607346,0.07337582111358643,-0.0048934221267700195,0.06270723789930344,0.06467315554618835,0.0673130452632904,0.07011082768440247,-0.004605807363986969,-0.00028761476278305054,0.00028761476278305054,loss,loss
